timestamp,src_ip,dst_ip,protocol,protocol_num,packet_size,packet_rate,duration,label
2026-01-05 20:31:49.054324,192.168.1.20,192.168.1.96,UDP,17,465.355265347037,27.963666060785084,0.6524116803721265,0
2026-01-05 20:31:50.054324,192.168.1.33,192.168.1.75,UDP,17,497.0674724538859,21.55147433159102,0.8607257513061938,0
2026-01-05 20:31:51.054324,192.168.1.22,192.168.1.61,ICMP,1,395.81044758799106,25.95583971822724,0.9007126930288173,0
2026-01-05 20:31:52.054324,192.168.1.38,192.168.1.71,ICMP,1,1465.319604265285,130.7481239644159,3.8619540332910587,1
2026-01-05 20:31:53.054324,192.168.1.25,192.168.1.98,ICMP,1,482.6794938741763,14.262510259794688,1.1534137541148557,0
2026-01-05 20:31:54.054324,192.168.1.17,192.168.1.59,TCP,6,462.9187089476896,29.86330947629381,0.6920429729166763,0
2026-01-05 20:31:55.054324,192.168.1.25,192.168.1.69,TCP,6,478.68776156383734,24.15644763117356,0.8383841841944834,0
2026-01-05 20:31:56.054324,192.168.1.28,192.168.1.69,UDP,17,497.7953806172105,26.12949303718355,0.9559157510380561,0
2026-01-05 20:31:57.054324,192.168.1.23,192.168.1.64,ICMP,1,457.4910510887341,21.044137145983072,1.3945592885292188,0
2026-01-05 20:31:58.054324,192.168.1.40,192.168.1.97,UDP,17,425.02272705791296,22.92912071519095,0.9425998522552969,0
2026-01-05 20:31:59.054324,192.168.1.19,192.168.1.84,UDP,17,484.15321121720336,33.34067166099086,0.27133910984072523,0
2026-01-05 20:32:00.054324,192.168.1.37,192.168.1.57,ICMP,1,1268.9644127916583,86.55939571868278,2.117151887319639,1
2026-01-05 20:32:01.054324,192.168.1.11,192.168.1.64,ICMP,1,1261.627234529461,150.74947358788052,3.136142328800529,1
2026-01-05 20:32:02.054324,192.168.1.4,192.168.1.91,ICMP,1,704.500903347072,33.55034679061804,0.4628492922593185,0
2026-01-05 20:32:03.054324,192.168.1.17,192.168.1.86,ICMP,1,551.7613931906765,28.87969639693515,1.111664174936227,0
2026-01-05 20:32:04.054324,192.168.1.12,192.168.1.68,UDP,17,297.4089917457079,48.18637576139851,0.4111289637449165,0
2026-01-05 20:32:05.054324,192.168.1.6,192.168.1.60,TCP,6,448.9091698154153,20.569851075101727,0.4517868992455687,0
2026-01-05 20:32:06.054324,192.168.1.18,192.168.1.76,UDP,17,1987.7004685705565,81.1446713616041,3.6766515066794816,1
2026-01-05 20:32:07.054324,192.168.1.34,192.168.1.54,ICMP,1,425.2342534694367,28.95135328589229,0.9696563193808639,0
2026-01-05 20:32:08.054324,192.168.1.27,192.168.1.77,ICMP,1,532.1235213429536,22.091673061967413,0.45253392038435514,0
2026-01-05 20:32:09.054324,192.168.1.2,192.168.1.81,UDP,17,463.09837337095655,29.737661767613435,0.39633225019840956,0
2026-01-05 20:32:10.054324,192.168.1.27,192.168.1.83,ICMP,1,522.6019961603336,26.961103234867736,1.0489315734247429,0
2026-01-05 20:32:11.054324,192.168.1.13,192.168.1.51,ICMP,1,466.9467047793352,13.842390003834705,1.0454478496710307,0
2026-01-05 20:32:12.054324,192.168.1.32,192.168.1.68,UDP,17,515.3922232819516,26.457661852813843,0.8518498266960147,0
2026-01-05 20:32:13.054324,192.168.1.38,192.168.1.54,ICMP,1,347.98620909234336,7.11199806364014,0.5918721984175555,0
2026-01-05 20:32:14.054324,192.168.1.5,192.168.1.73,ICMP,1,496.85637786492197,22.381240158396285,1.0294846285246715,0
2026-01-05 20:32:15.054324,192.168.1.16,192.168.1.76,ICMP,1,533.2171945068209,18.60944705826213,1.1715671468161934,0
2026-01-05 20:32:16.054324,192.168.1.34,192.168.1.92,ICMP,1,502.0552002542156,16.858006559883805,1.0125712689063269,0
2026-01-05 20:32:17.054324,192.168.1.29,192.168.1.73,TCP,6,252.7959514891324,27.258578636450622,0.7319092063079853,0
2026-01-05 20:32:18.054324,192.168.1.15,192.168.1.78,ICMP,1,436.2612459835461,27.63052670541636,1.455531916835068,0
2026-01-05 20:32:19.054324,192.168.1.29,192.168.1.52,TCP,6,481.3330593837792,26.574805063457802,1.0907427110840466,0
2026-01-05 20:32:20.054324,192.168.1.17,192.168.1.87,UDP,17,552.0636483753456,14.929792463451033,1.1359277199965891,0
2026-01-05 20:32:21.054324,192.168.1.38,192.168.1.59,ICMP,1,1595.0628618521978,137.95287408070303,3.6440865557354796,1
2026-01-05 20:32:22.054324,192.168.1.13,192.168.1.76,TCP,6,516.8682395211497,9.741682743747797,0.7363990463336368,0
2026-01-05 20:32:23.054324,192.168.1.37,192.168.1.78,UDP,17,384.48568238853284,26.509161461313806,0.36101675213467155,0
2026-01-05 20:32:24.054324,192.168.1.8,192.168.1.84,UDP,17,516.9079404000257,19.54886543016976,0.3127662113659436,0
2026-01-05 20:32:25.054324,192.168.1.11,192.168.1.55,TCP,6,1080.9629073217757,130.1994651896338,3.2888412429178313,1
2026-01-05 20:32:26.054324,192.168.1.34,192.168.1.91,TCP,6,472.87482575000655,21.880569967855866,1.410880844345927,0
2026-01-05 20:32:27.054324,192.168.1.10,192.168.1.81,ICMP,1,632.4101007136317,27.134716931092672,0.6350497009289596,0
2026-01-05 20:32:28.054324,192.168.1.26,192.168.1.60,UDP,17,616.5479666755343,20.174082931506494,0.7994093572925337,0
2026-01-05 20:32:29.054324,192.168.1.3,192.168.1.56,UDP,17,419.4929837731093,19.25782370986007,0.8675839369583976,0
2026-01-05 20:32:30.054324,192.168.1.3,192.168.1.99,TCP,6,483.7161792454345,25.648710215719692,0.6132446942900587,0
2026-01-05 20:32:31.054324,192.168.1.17,192.168.1.78,UDP,17,612.3302040561864,40.23197439300399,0.9139616879847102,0
2026-01-05 20:32:32.054324,192.168.1.38,192.168.1.72,ICMP,1,698.2271245831148,34.313341722098606,1.1982197462381157,0
2026-01-05 20:32:33.054324,192.168.1.6,192.168.1.95,TCP,6,1233.2014215084466,156.1947435066695,4.892845544912303,1
2026-01-05 20:32:34.054324,192.168.1.17,192.168.1.82,ICMP,1,1578.6692610798816,126.59822172091552,3.8833703934638955,1
2026-01-05 20:32:35.054324,192.168.1.32,192.168.1.77,UDP,17,296.0403829037498,25.137579110192583,1.065303113964145,0
2026-01-05 20:32:36.054324,192.168.1.5,192.168.1.65,ICMP,1,386.63969577963087,24.292348595288328,0.14586759493965362,0
2026-01-05 20:32:37.054324,192.168.1.29,192.168.1.57,TCP,6,431.60865963664605,40.318570267356066,0.6746304741805554,0
2026-01-05 20:32:38.054324,192.168.1.26,192.168.1.71,TCP,6,316.0492138947134,19.712324831539025,0.8922934586108444,0
2026-01-05 20:32:39.054324,192.168.1.3,192.168.1.90,ICMP,1,516.9913710335942,15.895579942260605,1.252599115393031,0
2026-01-05 20:32:40.054324,192.168.1.38,192.168.1.83,ICMP,1,1535.4852566929726,60.13349817545176,2.623027339583478,1
2026-01-05 20:32:41.054324,192.168.1.24,192.168.1.79,UDP,17,601.0010423189874,30.330735865370848,0.478124762593349,0
2026-01-05 20:32:42.054324,192.168.1.39,192.168.1.75,ICMP,1,663.67814204573,29.683915885100227,0.4679487232983329,0
2026-01-05 20:32:43.054324,192.168.1.4,192.168.1.67,UDP,17,471.22003382838875,18.910672882373156,0.4970752291863818,0
2026-01-05 20:32:44.054324,192.168.1.2,192.168.1.58,TCP,6,574.6914493474749,29.863352747083084,1.4380874745419803,0
2026-01-05 20:32:45.054324,192.168.1.12,192.168.1.82,UDP,17,1640.6634784200687,146.7519429640445,4.108704258421672,1
2026-01-05 20:32:46.054324,192.168.1.23,192.168.1.56,TCP,6,398.92900697308426,31.356449145411467,0.7451225470864139,0
2026-01-05 20:32:47.054324,192.168.1.21,192.168.1.68,TCP,6,365.16982524780525,24.132931249422217,1.1750891893905402,0
2026-01-05 20:32:48.054324,192.168.1.4,192.168.1.54,TCP,6,354.5896064352979,19.897008824069378,1.4486229079913255,0
2026-01-05 20:32:49.054324,192.168.1.16,192.168.1.57,ICMP,1,521.6711354645759,28.233017070405985,1.331897660290889,0
2026-01-05 20:32:50.054324,192.168.1.19,192.168.1.90,UDP,17,425.34805182803086,31.284595169865817,1.128863778682752,0
2026-01-05 20:32:51.054324,192.168.1.7,192.168.1.85,ICMP,1,711.0073194835256,32.921678324871706,0.800189882484347,0
2026-01-05 20:32:52.054324,192.168.1.21,192.168.1.77,TCP,6,596.0679851546039,23.286072318524948,1.2914168873464453,0
2026-01-05 20:32:53.054324,192.168.1.4,192.168.1.54,TCP,6,446.6767553938764,25.077054889028872,1.233682257153564,0
2026-01-05 20:32:54.054324,192.168.1.33,192.168.1.50,TCP,6,407.95106120193736,23.799654678046508,1.084780568545068,0
2026-01-05 20:32:55.054324,192.168.1.2,192.168.1.52,UDP,17,580.5253680945831,24.88785384860576,0.8337853073492772,0
2026-01-05 20:32:56.054324,192.168.1.6,192.168.1.54,UDP,17,625.8402785064897,24.00326603757592,0.35328561076752996,0
2026-01-05 20:32:57.054324,192.168.1.23,192.168.1.76,ICMP,1,442.2859909076674,27.531427751404443,0.6693320205184465,0
2026-01-05 20:32:58.054324,192.168.1.6,192.168.1.81,TCP,6,646.290205187122,28.637089396476245,0.6079069851652271,0
2026-01-05 20:32:59.054324,192.168.1.9,192.168.1.89,UDP,17,371.29084523304437,19.617637020743473,1.289198089434937,0
2026-01-05 20:33:00.054324,192.168.1.32,192.168.1.93,UDP,17,1083.6372223493927,115.81043027130039,2.8456346654544262,1
2026-01-05 20:33:01.054324,192.168.1.26,192.168.1.53,UDP,17,1177.100620846994,128.48841217499825,4.902933808753833,1
2026-01-05 20:33:02.054324,192.168.1.11,192.168.1.95,UDP,17,547.6753304588584,23.791879064045496,0.9369811316797104,0
2026-01-05 20:33:03.054324,192.168.1.38,192.168.1.99,ICMP,1,418.70178205916557,26.64301186284801,0.8726859187180707,0
2026-01-05 20:33:04.054324,192.168.1.39,192.168.1.57,ICMP,1,486.0225448930528,17.90718268697176,0.5210406011298307,0
2026-01-05 20:33:05.054324,192.168.1.28,192.168.1.77,UDP,17,479.02460964083156,25.84624076997137,1.3405888318523704,0
2026-01-05 20:33:06.054324,192.168.1.20,192.168.1.57,TCP,6,454.5029581856496,25.13809041043949,0.340362673710297,0
2026-01-05 20:33:07.054324,192.168.1.5,192.168.1.82,TCP,6,605.1174058769061,17.878183978724735,1.1022127052545567,0
2026-01-05 20:33:08.054324,192.168.1.18,192.168.1.99,UDP,17,507.9189746060854,29.244292577069157,0.37934568224147724,0
2026-01-05 20:33:09.054324,192.168.1.38,192.168.1.66,UDP,17,556.3166307250867,26.58512852613284,0.4177563327796425,0
2026-01-05 20:33:10.054324,192.168.1.23,192.168.1.68,UDP,17,654.6052700042021,20.154238574943783,1.0805363619956845,0
2026-01-05 20:33:11.054324,192.168.1.39,192.168.1.98,ICMP,1,1362.8754417447312,146.96259426108728,2.0324750579709265,1
2026-01-05 20:33:12.054324,192.168.1.15,192.168.1.59,UDP,17,467.8976735324991,32.820848711820716,0.6920229212706834,0
2026-01-05 20:33:13.054324,192.168.1.25,192.168.1.60,ICMP,1,564.7187326509024,28.488399550550408,0.9748054743181873,0
2026-01-05 20:33:14.054324,192.168.1.7,192.168.1.61,TCP,6,454.3013034849752,24.968320833227992,0.8730550086624106,0
2026-01-05 20:33:15.054324,192.168.1.19,192.168.1.88,UDP,17,399.28504727944903,28.70372550941566,1.3718921678903777,0
2026-01-05 20:33:16.054324,192.168.1.26,192.168.1.96,TCP,6,442.7741196759683,33.58175494255207,0.3811117891962712,0
2026-01-05 20:33:17.054324,192.168.1.36,192.168.1.95,ICMP,1,329.7400791152023,17.134846203487406,1.32073453720803,0
2026-01-05 20:33:18.054324,192.168.1.38,192.168.1.81,ICMP,1,1960.3949324571952,109.53358618498373,4.248481882017497,1
2026-01-05 20:33:19.054324,192.168.1.7,192.168.1.51,ICMP,1,727.4364655375024,25.68953632377096,0.8742910855971139,0
2026-01-05 20:33:20.054324,192.168.1.29,192.168.1.80,UDP,17,573.7935137761616,31.78679305649385,0.8008841291560381,0
2026-01-05 20:33:21.054324,192.168.1.30,192.168.1.75,ICMP,1,342.56173222699124,19.234818934075268,0.8928602174814535,0
2026-01-05 20:33:22.054324,192.168.1.37,192.168.1.62,UDP,17,381.8828898001264,29.027865279955634,1.266598636124795,0
2026-01-05 20:33:23.054324,192.168.1.7,192.168.1.100,TCP,6,391.79305861506066,26.424909010711026,1.024636198455497,0
2026-01-05 20:33:24.054324,192.168.1.25,192.168.1.60,UDP,17,449.1048736986415,19.59730330626287,0.929361237712933,0
2026-01-05 20:33:25.054324,192.168.1.15,192.168.1.92,ICMP,1,591.519865725397,20.607925268583514,0.2790426205047697,0
2026-01-05 20:33:26.054324,192.168.1.14,192.168.1.87,UDP,17,635.8012676992355,21.843846630924514,0.2188246680324067,0
2026-01-05 20:33:27.054324,192.168.1.20,192.168.1.58,ICMP,1,417.25573803616936,27.131676403717478,1.4763269237788779,0
2026-01-05 20:33:28.054324,192.168.1.34,192.168.1.82,UDP,17,653.5024510483532,26.976277245749046,0.9291674165777308,0
2026-01-05 20:33:29.054324,192.168.1.7,192.168.1.74,ICMP,1,629.5640173472598,32.52623338066089,0.390489160813118,0
2026-01-05 20:33:30.054324,192.168.1.5,192.168.1.83,TCP,6,592.6041880338197,23.80685591707167,0.6162806720223005,0
2026-01-05 20:33:31.054324,192.168.1.26,192.168.1.83,TCP,6,554.2517589210537,28.030089687943477,0.9264621940408808,0
2026-01-05 20:33:32.054324,192.168.1.13,192.168.1.72,UDP,17,423.29977525980024,26.311577338789235,0.19728503466739095,0
2026-01-05 20:33:33.054324,192.168.1.39,192.168.1.69,ICMP,1,1296.7139602145153,161.57545415140743,3.977037424595676,1
2026-01-05 20:33:34.054324,192.168.1.4,192.168.1.62,UDP,17,385.55837928409164,31.76531464726987,1.440622913137807,0
2026-01-05 20:33:35.054324,192.168.1.36,192.168.1.95,TCP,6,2086.77856246497,93.8154325714342,4.61095256104737,1
2026-01-05 20:33:36.054324,192.168.1.33,192.168.1.98,ICMP,1,517.7118733986778,33.57383296339211,0.6606589167030641,0
2026-01-05 20:33:37.054324,192.168.1.33,192.168.1.88,UDP,17,579.696170880146,29.22254094560678,0.7032719002188218,0
2026-01-05 20:33:38.054324,192.168.1.28,192.168.1.93,ICMP,1,571.2228384877637,22.990568750710434,0.23741287708079395,0
2026-01-05 20:33:39.054324,192.168.1.21,192.168.1.55,ICMP,1,1110.231216773916,74.79033371747425,3.1962143324516332,1
2026-01-05 20:33:40.054324,192.168.1.15,192.168.1.93,UDP,17,495.7049892379648,31.938064377294882,0.13074591648840023,0
2026-01-05 20:33:41.054324,192.168.1.29,192.168.1.56,TCP,6,299.3018877380081,20.556650397096295,1.0660645879103137,0
2026-01-05 20:33:42.054324,192.168.1.21,192.168.1.57,TCP,6,481.30122491308947,33.544114141726574,1.4854502597369457,0
2026-01-05 20:33:43.054324,192.168.1.38,192.168.1.65,UDP,17,369.4936139313728,21.770007927930685,0.7887502516873239,0
2026-01-05 20:33:44.054324,192.168.1.3,192.168.1.81,TCP,6,424.89760405861097,25.19481096879672,0.24460023453051893,0
2026-01-05 20:33:45.054324,192.168.1.3,192.168.1.85,ICMP,1,359.3284052199052,29.059627833222482,1.4934502959363911,0
2026-01-05 20:33:46.054324,192.168.1.27,192.168.1.89,ICMP,1,556.4132721333306,22.269510623838983,0.4890953558504354,0
2026-01-05 20:33:47.054324,192.168.1.32,192.168.1.97,ICMP,1,347.9425720720502,22.696962884807885,0.1649166598083503,0
2026-01-05 20:33:48.054324,192.168.1.32,192.168.1.57,TCP,6,564.155724487118,24.99140810963327,0.8024791992473796,0
2026-01-05 20:33:49.054324,192.168.1.30,192.168.1.55,UDP,17,639.1221090507976,27.15742732277648,0.5061431451216092,0
2026-01-05 20:33:50.054324,192.168.1.34,192.168.1.54,TCP,6,610.6319214379304,26.01512906159309,0.8075168166267794,0
2026-01-05 20:33:51.054324,192.168.1.19,192.168.1.78,UDP,17,446.3862365208936,19.862489713831163,0.38026470066507745,0
2026-01-05 20:33:52.054324,192.168.1.12,192.168.1.96,ICMP,1,1427.7709105382487,149.11119131756755,3.4187291799663155,1
2026-01-05 20:33:53.054324,192.168.1.12,192.168.1.82,ICMP,1,366.16995504977433,23.835576584243118,0.5392592910540571,0
2026-01-05 20:33:54.054324,192.168.1.14,192.168.1.68,ICMP,1,380.2611056033443,19.500431469741933,0.29877773712939004,0
2026-01-05 20:33:55.054324,192.168.1.17,192.168.1.96,UDP,17,398.9305532858774,17.68535742623413,1.1591429381224596,0
2026-01-05 20:33:56.054324,192.168.1.16,192.168.1.67,TCP,6,626.3759645336908,20.256239356390047,0.8652445406009126,0
2026-01-05 20:33:57.054324,192.168.1.12,192.168.1.92,UDP,17,576.9605150660651,21.688711031739025,0.1225644630900497,0
2026-01-05 20:33:58.054324,192.168.1.18,192.168.1.56,TCP,6,593.0969928735371,27.97811613379365,0.47512194812569974,0
2026-01-05 20:33:59.054324,192.168.1.36,192.168.1.54,TCP,6,1669.093401895775,150.83247003582275,4.583335643076563,1
2026-01-05 20:34:00.054324,192.168.1.30,192.168.1.66,ICMP,1,539.75842434803,26.539512579631385,1.081165611044481,0
2026-01-05 20:34:01.054324,192.168.1.33,192.168.1.92,TCP,6,482.3315466003678,31.680796093528045,1.1097666945390934,0
2026-01-05 20:34:02.054324,192.168.1.38,192.168.1.98,ICMP,1,1724.7770658934555,106.63072418769485,3.6705045584007157,1
2026-01-05 20:34:03.054324,192.168.1.24,192.168.1.58,TCP,6,535.3567900016579,27.032173611394487,0.9832985698824501,0
2026-01-05 20:34:04.054324,192.168.1.28,192.168.1.52,UDP,17,611.5024309356879,23.978151629050792,0.907062583637247,0
2026-01-05 20:34:05.054324,192.168.1.40,192.168.1.66,TCP,6,506.35613212017523,26.96228482996819,0.3338733404002122,0
2026-01-05 20:34:06.054324,192.168.1.12,192.168.1.72,TCP,6,721.0737465911561,25.24209878855741,1.359832938311769,0
2026-01-05 20:34:07.054324,192.168.1.18,192.168.1.94,UDP,17,445.57647798001767,15.70516176320968,1.4678382128670688,0
2026-01-05 20:34:08.054324,192.168.1.3,192.168.1.57,ICMP,1,466.96632802265196,33.28852709127808,0.6562296860894592,0
2026-01-05 20:34:09.054324,192.168.1.38,192.168.1.88,UDP,17,588.4845960896046,18.926764157487366,1.0001030525139258,0
2026-01-05 20:34:10.054324,192.168.1.32,192.168.1.88,TCP,6,497.03477196480713,26.696671924962672,1.1253133640183421,0
2026-01-05 20:34:11.054324,192.168.1.3,192.168.1.100,TCP,6,575.4649045679928,15.910707247849457,0.8955968757199967,0
2026-01-05 20:34:12.054324,192.168.1.32,192.168.1.76,UDP,17,413.589460187278,23.177909387979508,1.3743884770129047,0
2026-01-05 20:34:13.054324,192.168.1.30,192.168.1.94,UDP,17,375.0733702170305,14.606059394093446,0.8886442631574514,0
2026-01-05 20:34:14.054324,192.168.1.40,192.168.1.66,TCP,6,1986.036595853989,173.2502235806562,2.2289662388023883,1
2026-01-05 20:34:15.054324,192.168.1.12,192.168.1.93,TCP,6,1682.390170280917,113.18398562101655,2.1957951756777003,1
2026-01-05 20:34:16.054324,192.168.1.25,192.168.1.93,TCP,6,520.4133187033896,21.581353613318576,0.2447428283332036,0
